"Category","Canonical_ID","Canonical_Type","Hits_in_Screening","Aliases (same name)","CVD_risk","Obesity_risk","Core","Pathway","Key Molecular Nodes","extract_type","cell_lines","parameter","effect_on_target",""
"","taxifolin","new_food","11","Dihydroquercetin; Taxifolin","","","Autophagy completion; Energy sensing; Functional plasticity; Mitophagy; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","composite nanofiber membrane; ethanol; liquid-liquid extraction with 70% ethanol and hexane","B35, mouse hippocampus; BV2; C57BL/6 mice, primary hepatocytes; HepG2; L6 myotubes, KK-A[y]/Ta mice; N2a Swe, BV-2; mice; rat","1.25, 2.5, and 5.0 mg/kg (mice); 10~50 μM; 300 mg/kg (EA twig extract 2); 50 microM; DHQ (40, 80 μM)","TAX elevated AMPK phosphorylation, upregulated SIRT1 expression, decreased NLRP3 expression, inhibited IL-1β production and release, and downregulated IL-1β cleavage responses to LPS and ATP stimulation. ACC expression was regulated by TAX through AMPK activation.; activated AMPK and promoted GLUT4 translocation; downregulates ROS, TNF-α, and p62 levels; enhanced mitophagy via the PINK1/Parkin pathway; increased SOD levels; inhibited ROS production; inhibited phosphorylated STAT3 (P-STAT3) expression, reduced nuclear NF-κB p65 level and DNA binding activity, and stimulated SIRT1 protein expression; restored BDNF/ERK/CREB signaling; reversed excessive ROS production and depleted SOD activity",""
"","crocus_sativus","herb","10","Crocus sativus; Saffron","caution","","Autophagy completion; Cellular energy; Energy sensing; Functional plasticity; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NAD⁺–sirtuin mitochondrial axis; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NAD⁺ ↑ · SIRT3 ↑; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","aqueous; aqueous extract; extract; saffron extract","C2C12; HCT116 wild-type, HCT116 p53(-/-); STZ-induced diabetic rats, isolated cardiac myocytes; mouse hippocampus; rat","10 mM; 10 or 20 mg/kg (STZ-induced diabetic rats), 1 or 10 μM (isolated cardiac myocytes); 100 mg/kg and 200 mg/kg; 25, 50, and 75 microg/kg body weight; 40 mg/kg; 40 mg/kg/day; 50 mg/kg","enhanced phosphorylation of AMPK/ACC and induced GLUT4 translocation; increased AMPK phosphorylation and normalization of SQSTM1/p62 ratio; increased BDNF protein levels significantly and dose dependently at 25 and 50 mg/kg, and increased BDNF transcript levels significantly at 12.5 mg/kg; increased SIRT1 mRNA levels in the HIIT + SAE group compared to HIIT and control groups (P = 0.007 and P = 0.03, respectively); increased SOD activity; no clear p62 degradation; stimulated SOD activity in dormant corms under hypoxia-anoxia conditions, with highest stimulation observed for catalase followed by SOD; suppressed IL-1β and stimulated SIRT3 deacetylase activity",""
"","glycine_max","herb","10","Fermented soybean; Glycine max","","","Energy sensing; Functional plasticity; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","70% ethanolic extract; ethanolic extract; fermented soybean; fermented soybean extract; leaf extract","HepG2, rats; KK-Ay/TaJcl mice, C2C12; U2OS; embryonic axes, E. coli; human; mice; rat; soybean plants (Glycine max)","0.1, 0.2, or 0.3 µg/mL (hepatocytes), 20 µg/kg BW, 8 weeks, daily (mice); 10 mg/kg; 30, 100, 300, and 600 mg/kg; 500 and 1000 mg/kg/day; 800 mg/day","activated AMPK; activated AMPK and SIRT1, significantly increased AMPK phosphorylation, and promoted fatty acid oxidation via SIRT1-mediated pathway; activated AMPK and phosphorylated AKT; increased PRDM16, SIRT1, and UCP1 protein expression in inguinal adipose tissue; increased SOD activity; increased SOD activity, inhibited ROS production, increased GSH-Px activity; increased serum BDNF levels; increased superoxide dismutase (SOD) activity; preserved BDNF expression",""
"","pueraria_lobata","herb","10","Kudzu root; Pueraria lobata","caution","","Autophagy completion; Energy sensing; Functional plasticity; Mitophagy; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","Puerarin; ['EtOAc', 'n-hexane', 'n-BuOH']; root","MC3T3-E1; MCF-7/adr; PC12; Y-79; mice; rat; rat cortical neurons","1 µM; 100 mg/kg and 300 mg/kg in mice; 100 microM","attenuated excessive reactive oxygen species (ROS) generation in a dose-dependent manner; blocked PINK1-Parkin and Nix-mediated mitophagy; decreased the degradation of p62 during H/R; increased BDNF levels; increased activity of AMPK and HSL; up-regulated mRNA expression of CAT and HSL; increased protein expression of p-AMPK, HSL, and p-HSL; increased superoxide dismutase (SOD) activities; inhibited TNF-α and IL-1β production, increased SIRT1 expression, and reversed decreases in GSH and GPX4 expression; reduced ROS levels and upregulated SOD and GSH-Px antioxidant enzymes; stimulated AMPK phosphorylation",""
"","sesamum_indicum","herb","10","Black sesame; Sesame seed; Sesamum indicum","","","Energy sensing; Functional plasticity; Mitophagy; Redox defense; Redox reset","AMPK–mTOR nutrient-sensing pathway; Cellular plasticity & renewal signaling; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","ethanol; leaf extract; methanolic; seed; sesame seed oil","ICR mice; L02; RAW 264.7; Wistar rats; mice; rat","0.5, 1, and 2 mL/kg; 100 and 200 mg/kg/day; 125 mg/kg/day; 200 mg/kg; 30 mg/kg; 40 g/day; graded-dose (25-1000 microg/ml)","activated Parkin-mediated mitophagy and up-regulated TFEB protein levels, with TFEB nuclear localization increased; attenuated reactive oxygen species (ROS) levels; increased GSH levels, decreased NO levels, enhanced SOD activity, downregulated NF-κB p65 and IRS1 expression, and reduced TNF-α levels; increased SOD activity and decreased LDL-C levels; increased SOD enzyme activity; increased phosphorylated AMPK and ACC levels, upregulated CD36 expression in epididymal adipose tissues; suppressed NF-κB transport into the nucleus and promoted AMPK activation; up-regulated BDNF mRNA expression",""
"","cichorium_intybus","herb","9","Chicory; Cichorium intybus","","","Energy sensing; Functional plasticity; Mitophagy; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","leaf extract; oligo-polysaccharides","HK2, HFD-fed mice; N2a, C6; SH-SY5Y; hepatic tissue; mice; rat; rats","10% w/w; 100 or 200 mg/kg/day; 20, 40 mg/kg (intragastric administration); low (50 mg/kg), medium (100 mg/kg), and high (200 mg/kg)","activated AMPK, increased hepatic expression of ATGL and p-ACC, increased serum and hepatic SOD levels, decreased serum and hepatic LDL-C levels, and reduced hepatic expression of ACC; enhanced phosphorylation of AMPK, increased expressions of PGC-1α and SIRT1; improved GSH and SOD levels; increased Parkin expression; increased levels of BDNF and modulated levels of AKT; increased pAMPK/SIRT1 levels; inhibited NF-κB pathway, reduced IL-1β and TNF-α levels, upregulated BDNF protein expression",""
"","codonopsis_pilosula","herb","9","Codonopsis; Codonopsis pilosula","","","Autophagy completion; Energy sensing; Functional plasticity; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","polysaccharide; polysaccharides; saponins; steamed and fermented; water","C2C12, C57BL/6 mice; HepG2, mice; Sprague-Dawley rats; mice; rat","1.2 g/kg (high-dose), 0.4 g/kg (low-dose); 300, 200, 100 mg/kg; 300, 500, and 800 mg/kg; high (200mg/kg) and middle (150mg/kg)","activated mTORC1 pathway; upregulated SIRT1/PGC-1α pathway; increased SOD and GSH-Px activities and decreased TNF-α levels in serum and liver homogenate; increased SOD levels; increased the expression of brain-derived neurotrophic factor (BDNF); reduced LDL-C levels, reduced TNF-α levels, increased SOD levels, enhanced AMPK and ACC phosphorylation; reduced ROS levels and increased SOD and GSH levels; reduced the expression of p62 protein; reversed ethanol-induced up-regulation of LDLR and SREBP-1c genes; increased phospho-AMPK alpha/AMPK alpha ratio by 135% and phospho-ACC/ACC protein levels by 35%",""
"","gastrodia_elata","herb","9","Gastrodia; Gastrodia elata","","","Autophagy completion; Energy sensing; Functional plasticity; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","ethanol; polysaccharide; water","BV2; C57BL/6 mice, neonatal rat cardiomyocytes; HREC; PC12; mice; rat","0.3 g/kg (GEB-L), 1 g/kg (GEB-H); 100 µM; 25 mg/kg BW; 3, 10, and 30 μM","increased BDNF gene expression; inhibited SIRT1/TLR4/NF-κBp65 signaling pathway activation (HG-induced decrease in SIRT1 and increase in TLR4 expression were reversed by gastrodin); inhibited excessive autophagy via decreasing p62 levels; inhibits reactive oxygen species (ROS) formation and modulates superoxide dismutase (SOD) activity; potentiating STAT3 phosphorylation and attenuating AMPK phosphorylation; reduced ROS level; upregulates AMPK through the AMPK/mTOR/ULK1 signaling pathway",""
"","ginkgo_biloba","herb","9","Ginkgo biloba","avoid","avoid","Autophagy completion; Cellular energy; Energy sensing; Functional plasticity; Genomic stability; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; DNA damage response & repair pathway; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NAD⁺–sirtuin mitochondrial axis; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NAD⁺ ↑ · SIRT3 ↑; NRF2 ↑ · SOD ↑; PARP1 ↑ · ATM ↑; ROS ↓ · SOD ↑","EGb; Ginkgo biloba extract; Ginkgo biloba extract (GBE)","3T3-L1; HK-2, mice; MVECs; Sprague-Dawley rats; mice; rat","100 mg/kg body weight, gavage once daily; 100 mg/kg/day; 240 mg per day; IC50 = 161.26 μg/mL","activated AMP-activated protein kinase (AMPK) in adipocytes; increased SOD activity; inhibited ATM, increased SOD activity, and decreased ROS production; showed potential binding affinity to p62; similar to BDNF in promoting the development of NOS and AChE positive neurons; upregulated SIRT1 expression, blocked NF-κB signaling pathway, and suppressed TNF-α production; upregulates SIRT3 and negatively regulates NF-κB signaling",""
"","nelumbo_nucifera","herb","9","Lotus leaf; Lotus seed; Nelumbo nucifera","caution","","Autophagy completion; Energy sensing; Functional plasticity; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","alcoholic extract; alkaloid extract; extract of lotus plumule; flavonoid-rich lotus leaf extract; leaf extract; rhizome extracts; seed","3T3-L1; A549; HUVECs; HepG2; PC-12; mice; mouse; rat","1 g/kg per day; 10, 20, 40 mg/kg; 400 mg/kg (C57BL/6J mice); 50 and 100 mg/kg; 500 nM","enhanced SOD activity in a concentration-dependent manner; increased SIRT1, PGC-1α, and UCP1 expression and activated AMPK signaling pathways; increased SOD levels without increasing GSH; increased phosphorylation of AMPK and ACC, upregulated SIRT1, and downregulated SREBP-1c; increased the expression of the p-AMPK/AMPK ratio; induced overexpression of GFP-LC3B, resulting in diffuse cytosolic fluorescence and strong autophagosome spots; inhibited ROS augmentation and suppressed NF-κB activation; restored BDNF levels in DG homogenates",""
"","phyllanthus_emblica","herb","9","Amla; Phyllanthus emblica","","","Autophagy completion; Energy sensing; Functional plasticity; Genomic stability; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; DNA damage response & repair pathway; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PARP1 ↑ · ATM ↑; ROS ↓ · SOD ↑","aqueous; butanol extract of the water fraction; crude extract; extract; fruit extract; polysaccharides","C57BL/6 mice; HaCaT; MIN6, mice; Sprague Dawley rats; mice; rat","100 mg/kg (prophylactic for 30 days, treatment 1 h post MCAo); 100 mg/kg body-weight, orally administered for 10 days; 100, 200, or 400 mg/kg body weight","activated the TrkB/CREB/BDNF pathway; downregulated SQSTM1/p62; enhanced AMPK phosphorylation in livers and skeletal muscles, decreased mTORC1 phosphorylation in liver, suppressed ACC activity in liver, elevated GLUT4 expressions in skeletal muscles; increased BDNF expression; inhibited the activation of cleaved PARP1 and prevented the increase in ROS production; prevented the enhancement of SOD levels by indomethacin; reduced ROS accumulation and enhanced SOD activity; upregulated SIRT1, PGC-1α, PPARα, ATGL, and HSL; inhibited NF-κB via short-chain fatty acids (SCFAs) binding to GPR41/43",""
"","poria_cocos","herb","9","Fu Ling; Poria cocos","","","Autophagy completion; Energy sensing; Functional plasticity; Mitophagy; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","ethanol; polysaccharides","3T3-L1; CT26, mice; L02, MAFLD mouse model; MPC5, mice; mice; mouse primary hepatocytes","0, 300, 600, 900, 1200, and 1500 μg/mL; 5, 10, 20 mg/kg; 50 or 100 mg/kg (TBS administered to mice); 50 µM","activated SIRT6 by increasing its expression and deacetylase activity; increased GLUT4 expression at both mRNA and protein levels, stimulated GLUT4 redistribution to the plasma membrane, and increased phosphorylation of AKT and AMPK; increased PINK1 and Parkin protein expression in the liver; reduced NLRP3, caspase-1, and mature IL-1β protein expression in the liver; reduced TNF-α levels in serum and liver; increased SOD activity, decreased ROS levels, and suppressed LOX-1 up-regulation; reduced ROS generation and declined p62 levels in HG-treated MPC5 cells and DKD mice kidney tissues; suppressed ROS production, increased GSH levels, and decreased NF-κB expression; suppressed production of IL-1β and TNF-α; activated BDNF/TrkB signaling pathway",""
"","eucommia_ulmoides","herb","8","Eucommia leaf; Eucommia ulmoides","","","Autophagy completion; Functional plasticity; Proteostasis; Redox defense; Redox reset","Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; NRF2 ↑ · SOD ↑; ROS ↓ · SOD ↑","Eucommia leaf extract; aqueous; ethanol; leaf extract","C57BL/KsJ-db/db mice; SH-SY5Y; Sprague-Dawley rats; mice; zebrafish","0.187 g of extract/100 g of diet; 70 mg/kg (low) and 140 mg/kg (high)","increased BDNF levels; increased SOD activity, increased GSH levels, decreased ROS levels, and downregulated NF-κB pathway; increased SOD levels, decreased NF-κB expression, reduced IL-1β expression, reduced TNF-α expression; increased erythrocyte SOD activity, increased glutathione peroxidase (GSH-Px) activity; markedly increased brain-derived neurotrophic factor (BDNF) in the hippocampus of scopolamine-induced mice; regulated misexpression of p62",""
"","glycyrrhiza_uralensis","herb","8","Glycyrrhiza uralensis","","","Autophagy completion; Energy sensing; Functional plasticity; Genomic stability; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; Cellular plasticity & renewal signaling; DNA damage response & repair pathway; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BDNF ↑ · WNT ↔ (normalized); BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PARP1 ↑ · ATM ↑; ROS ↓ · SOD ↑","extract","3T3-L1; AGS, HCT 116, nude mice; HT22; HepG2, Huh-7; SN4741; broilers","1 µM; 10(-9)-10(-6) M; IC50 = 7.2 μM (SW480), 20 mg/kg (nude mice)","activated AMPK; attenuated 6-OHDA-induced reactive oxygen species (ROS) and nitric oxide (NO) generation, and inhibited 6-OHDA-induced BDNF reduction; increased SOD activity; increased expression of cleaved PARP1 and FOXO3; modulated the expression of LC3B and p62, leading to suppression of autophagy",""
"","ophiopogon_japonicus","herb","8","Dwarf lilyturf; Ophiopogon","","","Autophagy completion; Energy sensing; Mitophagy; Proteostasis; Redox defense; Redox reset; Stress resistance","AMPK–mTOR nutrient-sensing pathway; Autophagy flux & lysosomal pathway; Basal autophagy–lysosome pathway; FOXO–Sirtuin longevity pathway; Mitochondrial redox recovery pathway; NRF2 antioxidant response pathway; PINK1–Parkin mitochondrial quality control","AMPK ↑ · mTORC1 ↓ · IGF-1 tone ↓; BECN1 ↑ · LC3B ↑ · LAMP2 ↑ · p62 ↓; BECN1 ↑ · LC3B ↑ · p62 ↓; FOXO3 ↑ · SIRT6 ↑ · SIRT1 ↑; NRF2 ↑ · SOD ↑; PINK1 ↑ · Parkin ↑; ROS ↓ · SOD ↑","root","A549; AC16; HUVECs; K6001, sod1 mutant, sod2 mutant, uth1 mutant, skn7 mutant; PC3, DU145; colorectal cancer cells; diabetic rats","2.5, 5, 10 μM (colony formation assay), 0.625, 1.25, 2.5 mg/kg (orthotopic model), 10 mg/kg (APC[min] mice model); doses of 1, 3 and 10 μM","activated AMPK; decreased PGC-1α protein expression; increased reactive oxygen species (ROS) generation; activated PINK1/Parkin pathway; promoted PINK1/Parkin translocation to mitochondria; increased SIRT1 activity and increased SOD activity and expression of SOD1 and SOD2; inhibited ROS production and enhanced SOD activity; no obvious change in intracellular ROS level was observed; significantly decreased p62 expression levels in a dose-dependent manner",""
"Cardiovascular","egcg","new_food","12","EGCG; Epigallocatechin gallate","","","Cholesterol efflux; Cholesterol flux balance; Hepatic cholesterol sensing; Inflammatory lipid signaling; LDL receptor preservation; Leukocyte adhesion control; Shear-stress adaptation","Endothelial adhesion molecule regulation pathway; Hepatic lipoprotein clearance pathway; KLF2/KLF4 flow-responsive transcription pathway; Lipid-induced macrophage activation pathway; PCSK9–LDLR degradation pathway; Reverse cholesterol transport initiation pathway; SREBP2–LDLR cholesterol homeostasis pathway","ABCA1 ↑ · ABCG1 ↑ · ApoA-I interaction ↑; ApoB clearance ↑ · LDL particle residence time ↓ · LDL-C ↓ (functional); KLF2 ↑ · KLF4 ↑ · Thrombomodulin ↑; NF-κB ↓ · NLRP3 ↓ · IL-1β ↓; PCSK9 ↓ · LDLR surface stability ↑ · LRP1 ↑; SREBF2 ↑ · LDLR ↑ · SCAP ↑; VCAM1 ↓ · ICAM1 ↓ · E-selectin ↓","green tea; green tea extract; hawk tea extract; water extract","HL7702; HUVECs, THP-1; HepG2; HepG2, HeLa; NCI-N87; RVSMCs; THP-1, HUVEC; hepatic cells, rats; mice; rat","107-856 mg/d; 15 mg/kg (intraperitoneally, 1 h before and 3 h after LPS instillation); 20-100 μM; 25 or 50 mg/kg (intraperitoneally); 50 mg/kg; 50 mg/kg/day and 100 mg/kg/day; 80 mg/kg","increased GSH-Px and SOD activities (improved oxidative stress markers), decreased LDL-C levels, and modulated serum TC, TG, and CRP levels in HF-diet mice; increased LDLR expression dramatically; increased expression of KLF4; induced a reduction of extracellular PCSK9 protein level and up-regulation of LDLR (LDLR) in HepG2 cells. EGCG attenuates the statin-induced increase in PCSK9 level.; inhibited NF-κB activation; inhibited NF-κB activation, reduced NLRP3 mRNA/protein expression, decreased mature caspase-1 and IL-1β protein levels; inhibited NF-κB, VCAM1, and ICAM1 protein expression; binds to TLR4 and IRS1 with superior stability; modulated the KLF4/IL-17/MMP-2 axis (increased expression of KLF4 in RA-induced rats); reduced LDL-C by -9.29 mg/dl (95% CI, -12.27 to -6.31); significantly increased mRNA expression of ABCA1 in a dose-dependent manner (10, 20, 40 μg/mL); suppressed PCSK9 production, up-regulated LDL receptor (LDLR) expression, and decreased LDL-C levels; suppressed ROS generation, downregulated LOX-1 expression, suppressed E-selectin expression",""
